season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,dayofweek,is_weekend,temp_bin,humidity_bin,count
1,0,1,3,6.56,9.85,86,6.0032,2011,1,11,21,1,0,0,2,20
4,0,0,2,13.94,15.91,87,16.9979,2011,10,2,4,6,1,1,2,7
4,0,0,2,15.58,19.695,94,7.0015,2012,12,8,22,5,1,1,2,160
3,0,1,1,29.52,33.335,51,12.998,2011,7,15,16,4,0,2,1,361
1,0,1,1,29.52,31.82,25,12.998,2012,3,14,16,2,0,2,0,356
2,0,1,1,25.42,31.06,41,12.998,2012,5,17,13,3,0,2,1,327
2,0,0,1,15.58,19.695,66,8.9981,2012,4,14,2,5,1,1,1,56
1,0,1,1,9.84,12.12,70,11.0014,2012,1,6,9,4,0,0,1,241
1,0,0,2,19.68,23.485,59,19.9995,2011,3,5,16,5,1,1,1,204
2,0,1,1,22.14,25.76,37,23.9994,2012,5,10,19,3,0,2,0,553
3,0,1,1,27.88,31.82,79,7.0015,2012,8,2,1,3,0,2,2,42
4,0,1,1,15.58,19.695,50,12.998,2011,12,9,13,4,0,1,1,168
1,0,0,2,4.1,3.03,58,39.0007,2012,2,12,2,6,1,0,1,27
2,0,1,1,27.06,31.06,74,11.0014,2012,6,11,1,0,0,2,2,24
1,0,1,1,20.5,24.24,72,11.0014,2012,3,19,9,0,0,2,2,331
3,0,1,1,30.34,33.335,51,12.998,2011,9,1,16,3,0,3,1,308
4,0,1,1,18.86,22.725,44,32.9975,2012,12,18,15,1,0,1,1,246
3,0,1,1,33.62,35.605,28,0.0,2011,8,12,16,4,0,3,0,334
1,0,1,1,12.3,13.635,56,23.9994,2012,3,7,3,2,0,1,1,3
1,0,1,1,18.04,21.97,67,8.9981,2012,1,12,21,3,0,1,1,174
2,0,1,1,29.52,34.85,74,11.0014,2011,6,10,23,4,0,2,2,146
1,0,1,1,6.56,8.335,55,11.0014,2012,1,19,11,3,0,0,1,99
4,0,1,1,18.86,22.725,63,8.9981,2011,11,3,18,3,0,1,1,433
3,0,1,2,28.7,33.335,84,6.0032,2012,9,6,6,3,0,2,2,200
3,0,1,2,22.96,26.515,68,7.0015,2011,9,19,19,0,0,2,1,374
1,0,1,1,27.06,31.06,50,15.0013,2012,3,19,16,0,0,2,1,385
1,0,1,2,8.2,12.88,37,0.0,2011,1,7,17,4,0,0,0,187
2,0,0,1,25.42,31.06,43,15.0013,2012,6,3,10,6,1,2,1,404
2,0,1,1,23.78,27.275,88,0.0,2011,6,6,3,0,0,2,2,5
2,0,0,1,26.24,31.06,38,7.0015,2011,6,4,10,5,1,2,0,317
3,0,0,1,26.24,28.79,89,12.998,2011,9,4,3,6,1,2,2,43
1,0,0,1,10.66,13.635,93,8.9981,2012,1,1,6,6,1,1,2,2
2,0,0,2,18.86,22.725,84,7.0015,2011,5,1,19,6,1,1,2,178
3,0,1,1,29.52,33.335,54,0.0,2012,7,13,21,4,0,2,1,299
3,0,1,1,30.34,34.85,70,12.998,2012,8,2,22,3,0,3,1,262
1,0,1,2,5.74,8.335,63,7.0015,2011,1,6,6,3,0,0,1,36
4,0,0,1,19.68,23.485,55,16.9979,2012,10,6,20,5,1,1,1,247
1,0,1,1,11.48,15.91,75,0.0,2012,2,15,3,2,0,1,2,3
1,0,0,1,20.5,24.24,31,19.0012,2012,3,11,19,6,1,2,0,258
4,0,1,2,14.76,17.425,57,12.998,2012,11,15,16,3,0,1,1,342
1,0,0,2,9.84,12.12,70,11.0014,2011,2,5,0,5,1,0,1,39
4,0,0,1,13.94,16.665,61,11.0014,2011,11,13,5,6,1,1,1,5
1,0,1,1,18.86,22.725,33,40.9973,2011,2,14,17,0,0,1,0,243
4,0,1,1,22.96,26.515,46,6.0032,2011,10,17,13,0,0,2,1,205
4,0,0,1,22.96,26.515,83,16.9979,2012,10,6,1,5,1,2,2,141
2,0,1,1,27.06,31.06,39,19.9995,2012,6,4,15,0,0,2,0,292
2,0,0,1,25.42,31.06,57,16.9979,2012,4,15,21,6,1,2,1,229
3,0,1,1,32.8,36.365,43,12.998,2011,8,1,8,0,0,3,1,382
3,0,1,1,28.7,33.335,74,8.9981,2012,7,10,1,1,0,2,2,15
1,0,1,2,8.2,10.605,51,8.9981,2011,2,4,10,4,0,0,1,51
4,0,1,1,23.78,27.275,78,15.0013,2012,10,5,23,4,0,2,2,171
1,0,1,1,2.46,5.305,49,7.0015,2011,2,9,7,2,0,0,1,99
4,0,1,2,18.86,22.725,67,0.0,2012,10,17,10,2,0,1,1,228
2,0,0,1,14.76,18.18,66,7.0015,2012,4,14,5,5,1,1,1,7
2,0,1,1,14.76,16.665,57,23.9994,2012,4,12,9,3,0,1,1,287
4,0,1,2,6.56,9.09,80,7.0015,2011,12,12,8,0,0,0,2,385
4,0,0,1,10.66,15.15,81,0.0,2012,12,15,2,5,1,1,2,69
2,0,0,1,16.4,20.455,62,12.998,2011,4,17,2,6,1,1,1,29
4,0,1,1,13.12,15.15,65,12.998,2012,12,14,11,4,0,1,1,211
2,0,0,1,29.52,32.575,37,15.0013,2012,6,16,14,5,1,2,0,573
3,1,0,1,26.24,29.545,78,0.0,2011,7,4,3,0,0,2,2,26
3,0,0,2,27.88,31.82,89,8.9981,2012,7,15,1,6,1,2,2,168
2,0,1,2,21.32,25.0,55,0.0,2011,4,19,7,1,0,2,1,188
4,0,1,1,24.6,31.06,40,11.0014,2012,10,10,14,2,0,2,0,271
1,0,1,1,6.56,6.06,47,31.0009,2012,1,3,10,1,0,0,1,60
3,0,1,2,30.34,34.09,55,6.0032,2012,7,9,21,0,0,3,1,331
2,0,1,1,13.94,15.15,42,22.0028,2012,4,6,9,4,0,1,1,376
3,0,1,1,24.6,31.06,56,15.0013,2011,7,14,5,3,0,2,1,28
3,0,0,1,28.7,33.335,79,6.0032,2012,7,1,6,6,1,2,2,27
2,0,0,1,23.78,27.275,83,6.0032,2012,5,5,8,5,1,2,2,197
1,0,1,1,8.2,11.365,69,6.0032,2011,1,4,23,1,0,0,1,11
2,0,1,1,31.98,34.09,33,19.0012,2011,6,6,17,0,0,3,0,579
3,0,0,3,27.88,31.82,65,6.0032,2011,7,3,3,6,1,2,1,33
3,0,1,2,28.7,33.335,74,0.0,2012,8,14,9,1,0,2,2,402
3,0,1,2,31.16,34.09,40,0.0,2012,8,13,10,0,0,3,0,199
2,0,0,2,31.16,34.85,52,15.0013,2011,6,18,16,5,1,3,1,468
3,0,1,1,37.72,40.91,29,12.998,2012,7,6,15,4,0,3,0,285
1,0,1,2,12.3,14.395,75,16.9979,2011,3,9,10,2,0,1,2,57
1,0,1,1,8.2,10.605,69,8.9981,2011,1,7,7,4,0,0,1,84
2,0,1,2,25.42,28.03,88,15.0013,2012,6,12,8,1,0,2,2,613
1,0,1,2,18.86,22.725,94,19.0012,2012,3,1,2,3,0,1,2,6
2,1,0,1,25.42,30.305,69,15.0013,2012,4,16,9,0,0,2,1,297
3,0,0,1,32.8,36.365,46,19.9995,2011,7,10,13,6,1,3,1,367
4,0,1,1,25.42,31.06,50,12.998,2011,10,18,15,1,0,2,1,205
1,0,1,1,14.76,17.425,71,15.0013,2011,3,17,1,3,0,1,2,12
1,0,1,2,14.76,18.18,50,7.0015,2012,2,14,22,1,0,1,1,77
4,0,0,1,19.68,23.485,36,19.0012,2011,11,12,13,5,1,1,0,353
4,0,0,1,17.22,21.21,38,16.9979,2012,11,17,13,5,1,1,0,525
2,0,0,1,28.7,31.82,39,8.9981,2012,5,19,19,5,1,2,0,432
1,0,1,2,12.3,16.665,81,0.0,2011,2,7,23,0,0,1,2,25
3,0,1,2,26.24,28.79,89,7.0015,2012,7,10,23,1,0,2,2,103
1,0,1,1,13.94,16.665,46,11.0014,2012,2,6,20,0,0,1,1,201
1,0,1,2,5.74,6.06,46,16.9979,2012,1,4,14,2,0,0,1,75
1,0,0,1,9.84,12.88,70,6.0032,2012,2,4,2,5,1,0,1,44
1,0,0,2,16.4,20.455,87,0.0,2012,3,3,10,5,1,1,2,168
3,0,0,2,21.32,25.0,68,15.0013,2011,9,17,11,5,1,2,1,367
1,0,0,1,10.66,15.15,70,0.0,2012,2,18,4,5,1,1,1,7
2,0,1,1,17.22,21.21,47,19.9995,2012,4,12,11,3,0,1,1,224
3,0,0,1,31.16,35.605,58,15.0013,2012,8,11,12,5,1,3,1,546
2,0,1,3,21.32,25.0,77,39.0007,2012,5,9,18,2,0,2,2,372
2,0,1,1,25.42,31.06,41,11.0014,2012,5,18,20,4,0,2,1,337
3,0,0,1,30.34,35.605,79,11.0014,2012,8,4,0,5,1,3,2,161
4,0,1,1,18.04,21.97,82,12.998,2012,12,3,21,0,0,1,2,221
4,0,1,3,14.76,16.665,87,16.9979,2012,10,9,2,1,0,1,2,7
3,0,1,1,26.24,12.12,73,11.0014,2012,8,17,4,4,0,2,2,9
2,0,1,2,33.62,37.12,41,22.0028,2011,6,7,15,1,0,3,1,183
3,0,1,1,26.24,29.545,78,0.0,2011,8,19,3,4,0,2,2,3
2,0,1,1,35.26,40.15,47,19.9995,2011,6,1,16,2,0,3,1,266
1,0,0,1,5.74,6.06,46,19.9995,2011,1,9,22,6,1,0,1,15
3,0,1,3,26.24,28.79,89,7.0015,2012,7,10,21,1,0,2,2,90
1,0,1,2,22.14,25.76,32,16.9979,2012,3,12,13,0,0,2,0,250
4,0,1,3,9.84,9.85,93,30.0026,2011,12,7,22,2,0,0,2,13
1,0,1,2,17.22,21.21,77,12.998,2011,2,18,9,4,0,1,2,169
1,1,0,1,8.2,9.09,55,22.0028,2012,1,16,12,0,0,0,1,185
2,0,1,2,21.32,25.0,59,15.0013,2012,5,8,1,1,0,2,1,9
1,0,1,2,6.56,9.85,86,6.0032,2011,1,12,0,2,0,0,2,7
2,0,0,3,22.96,26.515,78,23.9994,2011,5,15,17,6,1,2,2,392
1,0,0,2,18.04,21.97,82,11.0014,2012,3,18,11,6,1,1,2,368
4,0,0,1,19.68,23.485,55,8.9981,2012,11,11,19,6,1,1,1,277
1,0,1,1,9.02,11.365,47,8.9981,2011,2,11,11,4,0,0,1,64
4,0,0,1,13.94,18.18,81,0.0,2012,11,11,3,6,1,1,2,48
4,0,1,1,13.94,18.18,61,0.0,2011,12,9,19,4,0,1,1,199
1,0,1,1,12.3,16.665,49,0.0,2012,1,5,20,3,0,1,1,177
2,0,0,3,20.5,24.24,88,31.0009,2011,4,16,16,5,1,2,2,33
1,0,1,1,10.66,14.395,35,0.0,2011,1,6,12,3,0,1,0,84
1,0,0,2,9.84,12.12,87,8.9981,2012,2,4,7,5,1,0,2,28
3,0,1,1,28.7,32.575,51,15.0013,2011,7,15,20,4,0,2,1,343
4,0,1,1,9.84,10.605,52,26.0027,2011,12,8,9,3,0,0,1,225
3,0,1,1,32.8,40.15,66,0.0,2011,7,19,17,1,0,3,1,513
4,0,1,2,20.5,24.24,72,11.0014,2012,10,9,20,1,0,2,2,360
3,0,1,1,29.52,33.335,64,0.0,2011,8,9,6,1,0,2,1,101
2,0,1,1,22.96,26.515,94,19.9995,2011,5,18,12,2,0,2,2,54
2,0,1,2,20.5,24.24,82,12.998,2012,5,7,8,0,0,2,2,639
4,0,0,1,10.66,15.15,87,0.0,2011,12,4,4,6,1,1,2,11
2,0,1,2,17.22,21.21,71,0.0,2012,4,19,4,3,0,1,2,4
1,0,1,3,9.02,13.635,55,0.0,2011,1,7,5,4,0,0,1,5
4,0,0,1,17.22,21.21,54,12.998,2011,10,16,4,6,1,1,1,12
4,0,1,1,7.38,10.605,80,6.0032,2011,12,19,1,0,0,0,2,11
4,0,1,1,17.22,21.21,88,6.0032,2012,12,4,2,1,0,1,2,8
2,0,1,1,24.6,31.06,43,16.9979,2012,4,17,7,1,0,2,1,461
2,0,1,1,22.14,25.76,100,0.0,2011,6,17,5,4,0,2,2,13
1,0,1,1,7.38,9.85,64,8.9981,2011,1,3,21,0,0,0,1,52
4,0,1,2,17.22,21.21,88,8.9981,2012,12,17,19,0,0,1,2,340
2,0,1,1,30.34,32.575,23,40.9973,2011,4,4,17,0,0,3,0,366
2,0,1,1,26.24,31.06,38,12.998,2012,5,17,14,3,0,2,0,270
2,0,1,1,25.42,30.305,25,12.998,2012,5,11,15,4,0,2,0,439
2,0,0,2,17.22,21.21,67,15.0013,2012,4,1,12,6,1,1,1,445
2,0,1,1,23.78,27.275,49,30.0026,2011,6,13,8,0,0,2,1,476
1,0,0,1,9.02,11.365,51,8.9981,2011,2,12,23,5,1,0,1,32
2,0,0,1,34.44,36.365,30,8.9981,2012,6,10,14,6,1,3,0,500
1,0,1,1,13.94,15.91,19,16.9979,2011,2,15,16,1,0,1,0,98
4,0,0,1,8.2,12.88,69,0.0,2011,12,18,8,6,1,0,1,32
1,0,1,1,13.12,17.425,61,0.0,2012,3,2,4,4,0,1,1,2
2,0,1,1,22.96,26.515,56,0.0,2012,6,8,2,4,0,2,1,19
3,1,0,3,27.88,31.82,74,11.0014,2011,9,5,9,0,0,2,2,152
1,0,1,1,13.94,16.665,93,11.0014,2011,2,2,13,2,0,1,2,75
4,0,1,2,12.3,14.395,56,12.998,2012,11,5,0,0,0,1,1,23
3,0,1,1,32.8,37.12,52,26.0027,2011,8,8,10,0,0,3,1,124
4,0,1,2,15.58,19.695,94,11.0014,2011,11,10,7,3,0,1,2,272
2,0,0,3,24.6,31.06,35,11.0014,2011,5,7,14,5,1,2,0,378
2,0,1,2,23.78,27.275,68,27.9993,2012,5,8,10,1,0,2,1,157
2,0,0,2,30.34,34.09,55,12.998,2011,6,18,18,5,1,3,1,381
2,0,0,1,17.22,21.21,67,6.0032,2011,5,1,0,6,1,1,1,96
3,0,1,1,31.98,35.605,52,0.0,2011,7,12,23,1,0,3,1,79
3,0,0,1,27.88,31.82,69,6.0032,2011,7,10,2,6,1,2,1,96
4,0,0,3,14.76,17.425,87,12.998,2011,10,2,16,6,1,1,2,206
1,0,0,1,14.76,17.425,50,11.0014,2012,1,7,0,5,1,1,1,79
3,0,1,1,25.42,28.79,83,12.998,2012,9,14,22,4,0,2,2,229
4,0,1,1,16.4,20.455,66,8.9981,2011,11,2,20,2,0,1,1,182
2,0,1,1,22.96,26.515,94,7.0015,2011,6,17,2,4,0,2,2,13
1,0,1,2,11.48,13.635,48,16.9979,2011,2,4,15,4,0,1,1,90
1,0,1,2,9.84,12.12,65,8.9981,2011,2,4,19,4,0,0,1,103
1,0,0,1,13.12,14.395,39,30.0026,2011,2,13,11,6,1,1,0,112
3,0,1,1,34.44,37.88,41,7.0015,2012,8,6,16,0,0,3,1,451
3,0,1,1,23.78,27.275,83,7.0015,2011,9,13,1,1,0,2,2,10
1,0,1,1,7.38,8.335,40,16.9979,2011,2,9,13,2,0,0,0,69
2,0,1,1,17.22,21.21,82,11.0014,2011,5,9,4,0,0,1,2,4
1,0,1,1,13.94,17.425,31,7.0015,2011,3,8,19,1,0,1,0,150
3,0,1,1,32.8,37.88,55,27.9993,2012,9,4,14,1,0,3,1,274
2,0,1,2,25.42,30.305,61,15.0013,2011,5,12,14,3,0,2,1,191
1,0,0,2,21.32,25.0,77,8.9981,2012,3,17,11,5,1,2,2,585
3,0,0,1,25.42,28.79,83,11.0014,2011,9,10,8,5,1,2,2,119
2,0,1,2,29.52,35.605,84,7.0015,2011,6,9,3,3,0,2,2,2
4,0,0,2,10.66,12.88,56,15.0013,2011,12,17,7,5,1,1,1,20
4,0,0,1,22.96,26.515,52,27.9993,2011,10,16,23,6,1,2,1,62
3,0,1,1,28.7,33.335,84,0.0,2012,8,8,0,2,0,2,2,58
3,0,0,1,36.08,38.635,32,23.9994,2012,7,1,18,6,1,3,0,370
2,0,1,2,28.7,31.82,24,36.9974,2011,4,4,20,0,0,2,0,173
3,0,1,1,34.44,39.395,49,8.9981,2012,7,16,12,0,0,3,1,237
2,0,1,3,23.78,27.275,60,0.0,2011,4,11,23,0,0,2,1,54
2,0,0,1,14.76,15.91,50,32.9975,2011,4,3,9,6,1,1,1,142
3,0,0,1,31.98,37.12,62,0.0,2012,7,8,5,6,1,3,1,6
4,0,0,2,16.4,20.455,87,8.9981,2012,12,8,10,5,1,1,2,287
2,0,1,3,16.4,20.455,100,19.9995,2011,4,13,2,2,0,1,2,2
4,0,0,1,26.24,31.06,41,19.9995,2012,10,14,16,6,1,2,1,581
4,0,1,1,9.02,11.365,55,12.998,2012,12,6,3,3,0,0,1,2
2,0,0,2,17.22,21.21,44,12.998,2011,4,3,19,6,1,1,1,144
3,0,1,1,18.86,22.725,55,16.9979,2011,9,16,9,4,0,1,1,210
3,0,0,1,26.24,30.305,69,12.998,2011,7,17,1,6,1,2,1,102
4,0,1,3,18.86,22.725,100,15.0013,2011,12,7,3,2,0,1,2,3
4,0,1,1,22.14,25.76,77,0.0,2012,10,5,4,4,0,2,2,11
2,0,0,1,22.96,26.515,56,0.0,2011,6,4,7,5,1,2,1,87
2,0,1,1,27.88,31.82,83,7.0015,2012,6,12,21,1,0,2,2,274
2,0,1,1,26.24,30.305,73,11.0014,2012,5,16,22,2,0,2,2,286
4,0,1,2,18.86,22.725,100,16.9979,2011,12,7,1,2,0,1,2,13
2,0,1,1,27.06,31.06,74,7.0015,2011,6,8,7,2,0,2,2,353
4,0,1,2,11.48,13.635,61,16.9979,2012,11,7,1,2,0,1,1,92
1,0,1,1,16.4,20.455,43,15.0013,2012,1,6,21,4,0,1,1,154
4,0,0,2,18.04,21.97,54,16.9979,2012,10,7,4,6,1,1,1,11
3,0,1,1,35.26,39.395,41,16.9979,2011,7,7,15,3,0,3,1,166
1,0,0,1,9.02,11.365,27,12.998,2012,1,15,15,6,1,0,0,206
4,0,0,1,13.12,14.395,53,27.9993,2011,12,10,11,5,1,1,1,236
4,0,1,2,9.02,12.12,69,7.0015,2011,12,12,10,0,0,0,1,105
1,0,1,3,8.2,11.365,93,6.0032,2012,1,9,19,0,0,0,2,190
1,0,1,2,13.94,15.91,87,16.9979,2012,1,11,16,2,0,1,2,118
2,0,1,1,23.78,27.275,49,16.9979,2012,6,4,21,0,0,2,1,265
1,0,1,1,7.38,9.85,47,8.9981,2011,1,7,21,4,0,0,1,39
3,0,1,2,30.34,35.605,74,16.9979,2011,7,8,11,4,0,3,2,165
2,0,1,1,24.6,29.545,20,12.998,2012,4,3,15,1,0,2,0,316
2,0,1,1,26.24,31.06,57,0.0,2011,5,16,11,0,0,2,1,185
3,0,0,2,24.6,25.0,97,7.0015,2011,9,10,2,5,1,2,2,64
1,0,1,3,13.94,17.425,93,6.0032,2012,1,12,5,3,0,1,2,16
2,0,0,2,29.52,32.575,30,8.9981,2011,6,4,16,5,1,2,0,440
4,0,0,1,13.12,15.91,81,11.0014,2011,10,2,6,6,1,1,2,15
2,0,0,2,22.14,25.76,56,12.998,2012,4,14,23,5,1,2,1,196
2,0,1,1,20.5,24.24,31,22.0028,2012,4,12,14,3,0,2,0,224
2,0,0,1,32.8,37.88,55,12.998,2011,6,11,13,5,1,3,1,387
4,0,1,1,17.22,21.21,94,0.0,2011,10,7,7,4,0,1,2,242
3,0,1,1,30.34,34.09,58,15.0013,2011,9,14,12,2,0,3,1,212
1,0,1,1,12.3,15.15,49,8.9981,2011,3,1,19,1,0,1,1,119
1,0,0,2,18.04,21.97,62,19.9995,2012,1,1,20,6,1,1,1,83
3,0,1,1,25.42,29.545,73,12.998,2011,7,15,1,4,0,2,2,20
3,0,1,1,31.98,35.605,49,8.9981,2012,8,14,12,1,0,3,1,300
3,0,1,1,32.8,35.605,36,12.998,2012,7,12,15,3,0,3,0,271
4,0,1,1,16.4,20.455,43,26.0027,2012,10,11,9,3,0,1,1,355
4,0,0,1,18.86,22.725,40,27.9993,2011,11,13,11,6,1,1,0,295
3,0,1,1,24.6,30.305,60,8.9981,2012,9,12,21,2,0,2,1,306
4,0,1,1,14.76,18.94,81,0.0,2011,11,1,21,1,0,1,2,127
1,0,0,1,16.4,20.455,37,19.9995,2012,1,8,16,6,1,1,0,314
2,0,1,2,26.24,31.06,47,15.0013,2011,4,4,23,0,0,2,1,48
2,0,1,2,28.7,32.575,58,35.0008,2011,5,3,14,1,0,2,1,158
2,0,1,1,19.68,23.485,23,0.0,2012,4,3,11,1,0,1,0,258
4,0,1,2,22.96,26.515,64,6.0032,2011,11,15,9,1,0,2,1,200
4,0,1,1,13.12,16.665,66,8.9981,2012,12,19,23,2,0,1,1,88
2,0,1,1,13.94,15.91,66,16.9979,2011,5,5,6,3,0,1,1,89
1,1,0,2,7.38,8.335,55,16.9979,2011,1,17,18,0,0,0,1,92
4,0,1,1,13.94,15.91,53,16.9979,2011,12,2,19,4,0,1,1,265
3,1,0,1,27.06,30.305,83,8.9981,2011,7,4,7,0,0,2,2,36
4,0,0,2,10.66,12.12,56,16.9979,2011,12,17,9,5,1,1,1,100
1,0,0,1,4.1,3.03,39,30.0026,2011,1,8,23,5,1,0,0,22
1,0,1,1,18.86,22.725,63,26.0027,2012,3,8,2,3,0,1,1,11
3,0,1,1,32.8,38.635,59,0.0,2012,7,16,10,0,0,3,1,186
2,0,1,3,23.78,27.275,83,12.998,2011,5,16,18,0,0,2,2,453
3,0,0,1,27.06,29.545,89,19.0012,2012,9,8,7,5,1,2,2,82
3,0,1,1,27.06,31.06,69,19.0012,2011,8,18,3,3,0,2,1,6
2,0,1,1,25.42,31.06,38,19.0012,2011,5,9,13,0,0,2,0,174
1,0,1,1,9.84,12.88,48,7.0015,2011,1,4,19,1,0,0,1,112
1,0,1,1,21.32,25.0,8,19.0012,2011,2,18,23,4,0,2,0,77
3,0,1,1,20.5,24.24,82,0.0,2012,9,13,6,3,0,2,2,195
1,0,0,1,9.02,11.365,69,12.998,2011,3,12,5,5,1,0,1,2
4,0,1,2,18.86,22.725,88,0.0,2011,10,18,1,1,0,1,2,11
2,0,0,1,23.78,27.275,64,7.0015,2012,6,9,7,5,1,2,1,87
1,0,1,2,7.38,9.85,93,11.0014,2012,1,10,9,1,0,0,2,195
1,0,1,1,5.74,6.06,46,19.9995,2011,1,13,21,3,0,0,1,40
1,0,1,1,13.94,18.18,53,0.0,2012,2,15,1,2,0,1,1,5
4,0,1,1,22.96,26.515,46,6.0032,2011,10,6,13,3,0,2,1,191
3,0,1,2,33.62,40.15,59,16.9979,2012,8,3,18,4,0,3,1,671
1,0,1,3,5.74,7.575,86,11.0014,2011,2,9,20,2,0,0,2,84
3,0,1,1,31.16,34.85,55,0.0,2011,7,13,2,2,0,3,1,5
2,0,1,1,13.94,16.665,71,12.998,2011,5,5,1,3,0,1,2,10
2,0,1,3,10.66,12.88,100,11.0014,2011,4,1,1,4,0,1,2,4
4,0,1,1,17.22,21.21,77,11.0014,2012,12,3,2,0,0,1,2,10
4,0,0,2,10.66,15.15,93,0.0,2012,12,2,3,6,1,1,2,25
3,0,0,1,28.7,32.575,54,15.0013,2011,7,16,9,5,1,2,1,222
3,0,1,1,36.9,39.395,27,7.0015,2012,7,6,13,4,0,3,0,293
2,0,0,1,21.32,25.0,72,7.0015,2012,6,17,6,6,1,2,2,23
1,0,1,1,17.22,21.21,77,16.9979,2012,3,8,6,3,0,1,2,109
1,0,1,2,10.66,13.635,65,7.0015,2012,2,14,5,1,0,1,1,22
3,0,0,1,31.16,33.335,37,15.0013,2012,8,18,15,5,1,3,0,596
3,0,1,1,33.62,34.85,17,0.0,2011,7,1,16,4,0,3,0,427
2,0,1,1,22.96,26.515,43,6.0032,2012,5,17,22,3,0,2,1,251
4,0,1,1,18.04,21.97,67,6.0032,2011,11,3,19,3,0,1,1,252
2,0,1,1,31.98,34.09,31,8.9981,2011,6,6,14,0,0,3,0,145
3,0,0,3,30.34,35.605,74,8.9981,2012,9,2,15,6,1,3,2,355
2,0,1,2,21.32,25.0,77,0.0,2012,5,3,10,3,0,2,2,168
4,0,0,1,27.06,31.06,50,8.9981,2011,10,9,16,6,1,2,1,470
1,0,1,2,9.02,11.365,87,11.0014,2012,1,10,2,1,0,0,2,4
4,0,1,1,13.12,14.395,39,27.9993,2011,11,17,16,3,0,1,0,195
4,0,1,1,15.58,19.695,87,0.0,2011,11,9,23,2,0,1,2,66
3,0,0,1,26.24,30.305,65,11.0014,2012,8,12,6,6,1,2,1,16
4,0,0,1,25.42,31.06,46,7.0015,2011,10,8,13,5,1,2,1,485
3,0,1,1,23.78,27.275,88,7.0015,2011,9,14,5,2,0,2,2,31
4,0,1,2,10.66,12.12,56,16.9979,2012,12,13,2,3,0,1,1,8
3,1,0,2,31.16,36.365,66,16.9979,2012,9,3,13,0,0,3,1,566
4,0,1,1,20.5,24.24,72,15.0013,2011,12,16,1,4,0,2,2,31
4,0,0,1,10.66,15.15,81,0.0,2012,12,1,0,5,1,1,2,108
1,0,0,1,11.48,13.635,56,15.0013,2012,1,8,21,6,1,1,1,91
2,0,0,1,27.88,31.82,83,6.0032,2011,6,11,3,5,1,2,2,28
3,0,1,1,29.52,33.335,54,15.0013,2011,9,1,18,3,0,2,1,531
4,1,0,1,13.94,14.395,42,32.9975,2011,11,11,11,4,0,1,1,170
4,0,1,2,14.76,17.425,81,12.998,2011,11,3,9,3,0,1,2,164
2,0,1,1,30.34,32.575,40,23.9994,2011,6,2,0,3,0,3,0,42
4,0,1,3,18.04,21.97,100,0.0,2011,12,7,8,2,0,1,2,86
2,0,0,2,29.52,34.09,62,8.9981,2011,6,18,22,5,1,2,1,161
1,0,1,3,13.94,16.665,87,8.9981,2012,2,16,18,3,0,1,2,353
1,0,1,1,13.94,15.15,42,22.0028,2012,3,6,18,1,0,1,1,457
2,0,1,1,30.34,33.335,48,35.0008,2011,4,11,15,0,0,3,1,141
4,0,1,1,22.96,26.515,56,19.9995,2011,11,14,12,0,0,2,1,202
4,0,1,1,25.42,31.06,43,19.0012,2011,10,14,15,4,0,2,1,230
3,0,1,1,27.88,31.82,51,0.0,2011,8,12,22,4,0,2,1,231
1,0,0,1,4.1,3.79,49,26.0027,2012,2,12,6,6,1,0,1,2
2,0,1,1,17.22,21.21,35,8.9981,2012,4,12,21,3,0,1,0,187
4,0,0,2,13.12,15.91,81,11.0014,2012,12,2,11,6,1,1,2,355
1,0,0,1,17.22,21.21,24,0.0,2012,3,3,23,5,1,1,0,106
3,0,1,1,27.06,31.06,54,7.0015,2011,7,1,7,4,0,2,1,243
3,0,0,1,28.7,32.575,70,0.0,2012,9,1,4,5,1,2,1,12
1,0,1,1,16.4,20.455,76,23.9994,2012,1,13,2,4,0,1,2,14
3,0,1,2,29.52,33.335,51,6.0032,2012,8,13,8,0,0,2,1,673
1,0,1,1,7.38,10.605,80,7.0015,2012,2,6,9,0,0,0,2,277
4,0,1,3,12.3,13.635,52,23.9994,2012,11,8,1,3,0,1,1,12
4,0,1,1,27.06,30.305,78,11.0014,2012,10,3,10,2,0,2,2,175
2,0,0,1,27.06,31.06,74,7.0015,2011,6,11,23,5,1,2,2,131
3,0,1,1,25.42,12.12,78,8.9981,2012,8,17,6,4,0,2,2,157
2,0,1,1,27.88,31.82,41,7.0015,2012,6,8,22,4,0,2,1,291
2,0,1,2,22.14,25.76,88,11.0014,2012,6,18,11,0,0,2,2,121
2,0,1,3,29.52,34.09,66,19.0012,2012,6,1,15,4,0,2,1,258
1,0,0,1,5.74,3.79,39,43.0006,2012,2,12,12,6,1,0,0,140
4,0,1,2,16.4,20.455,86,15.0013,2011,11,4,7,4,0,1,2,245
1,0,1,1,8.2,10.605,80,8.9981,2012,1,11,4,2,0,0,2,2
3,0,1,1,26.24,30.305,69,7.0015,2011,9,1,9,3,0,2,1,207
3,0,1,1,21.32,25.0,72,6.0032,2012,9,12,2,2,0,2,2,11
2,0,1,1,18.04,21.97,24,12.998,2012,4,9,5,0,0,1,0,32
4,0,1,3,26.24,28.79,89,7.0015,2012,10,4,5,3,0,2,2,39
